Name,Value,Date
Moučníky,158.00,18.01.2023
Moučníky,79.00,08.02.2023
Alkohol,396.00,08.02.2023
Nealko,147.00,09.02.2023
Nezaplaceno,78.00,11.02.2023
Nealko,195.00,12.02.2023
Alkohol,237.00,12.02.2023
Slané,79.00,14.02.2023
Koktejly,109.00,14.02.2023
Dorty,583.00,14.02.2023
Káva,1197.00,14.02.2023
Nealko,196.00,14.02.2023
Alkohol,60.00,14.02.2023
Slané,79.00,15.02.2023
Dorty,712.00,15.02.2023
Káva,965.00,15.02.2023
Nealko,104.00,15.02.2023
Alkohol,360.00,15.02.2023
Dorty,1068.00,16.02.2023
Káva,777.00,16.02.2023
Nealko,65.00,16.02.2023
Alkohol,60.00,16.02.2023
Koktejly,218.00,17.02.2023
Dorty,890.00,17.02.2023
Káva,826.00,17.02.2023
Nealko,257.00,17.02.2023
Teplé nealko,55.00,17.02.2023
Slané,158.00,18.02.2023
Koktejly,119.00,18.02.2023
Dorty,1335.00,18.02.2023
Káva,1572.00,18.02.2023
Nealko,420.00,18.02.2023
Alkohol,169.00,18.02.2023
Teplé nealko,220.00,18.02.2023
Slané,267.00,19.02.2023
Dorty,1048.00,19.02.2023
Káva,1234.00,19.02.2023
Nealko,560.00,19.02.2023
Slané,158.00,20.02.2023
Dorty,900.00,20.02.2023
Káva,1029.00,20.02.2023
Nealko,117.00,20.02.2023
Dorty,445.00,21.02.2023
Káva,670.00,21.02.2023
Nealko,104.00,21.02.2023
Alkohol,120.00,21.02.2023
Dorty,267.50,22.02.2023
Káva,580.00,22.02.2023
Nealko,364.50,22.02.2023
Alkohol,120.00,22.02.2023
Teplé nealko,110.00,22.02.2023
Teplé alkoholické nápoje,68.00,22.02.2023
Koktejly,218.00,23.02.2023
Dorty,979.00,23.02.2023
Káva,1197.00,23.02.2023
Nealko,349.00,23.02.2023
Ostatní základní sazba,6.00,23.02.2023
Nezaplaceno,446.00,23.02.2023
Slané,158.00,24.02.2023
Koktejly,218.00,24.02.2023
Dorty,455.00,24.02.2023
Káva,1105.00,24.02.2023
Nealko,342.00,24.02.2023
Teplé nealko,165.00,24.02.2023
Nezaplaceno,446.00,24.02.2023
Slané,327.00,25.02.2023
Koktejly,327.00,25.02.2023
Dorty,2463.00,25.02.2023
Káva,2597.00,25.02.2023
Nealko,719.00,25.02.2023
Alkohol,139.00,25.02.2023
Teplé nealko,165.00,25.02.2023
Teplé alkoholické nápoje,65.00,25.02.2023
Koktejly,218.00,26.02.2023
Dorty,3076.00,26.02.2023
Káva,3022.50,26.02.2023
Nealko,825.50,26.02.2023
Teplé nealko,385.00,26.02.2023
Teplé alkoholické nápoje,263.00,26.02.2023
Dorty,267.00,27.02.2023
Káva,629.00,27.02.2023
Nealko,104.00,27.02.2023
Alkohol,290.00,27.02.2023
Teplé alkoholické nápoje,65.00,27.02.2023
Koktejly,218.00,28.02.2023
Dorty,386.00,28.02.2023
Káva,917.00,28.02.2023
Nealko,273.00,28.02.2023
Teplé nealko,55.00,28.02.2023
Teplé alkoholické nápoje,65.00,28.02.2023
Slané,79.00,01.03.2023
Dorty,1306.00,01.03.2023
Káva,1201.00,01.03.2023
Nealko,728.00,01.03.2023
Teplé alkoholické nápoje,130.00,01.03.2023
Koktejly,555.00,02.03.2023
Dorty,1157.00,02.03.2023
Káva,1629.00,02.03.2023
Nealko,299.00,02.03.2023
Teplé alkoholické nápoje,130.00,02.03.2023
Nezaplaceno,89.00,02.03.2023
Slané,258.00,03.03.2023
Koktejly,109.00,03.03.2023
Dorty,1177.00,03.03.2023
Káva,2689.00,03.03.2023
Nealko,550.00,03.03.2023
Alkohol,568.00,03.03.2023
Teplé nealko,220.00,03.03.2023
Teplé alkoholické nápoje,396.00,03.03.2023
Slané,316.00,04.03.2023
Koktejly,1199.00,04.03.2023
Nealko koktejly a vina,99.00,04.03.2023
Dorty,4214.00,04.03.2023
Káva,4722.00,04.03.2023
Nealko,1300.00,04.03.2023
Alkohol,360.00,04.03.2023
Teplé nealko,220.00,04.03.2023
Teplé alkoholické nápoje,529.00,04.03.2023
Slané,79.00,05.03.2023
Dorty,3224.00,05.03.2023
Káva,3115.50,05.03.2023
Nealko,1172.00,05.03.2023
Alkohol,398.00,05.03.2023
Teplé nealko,165.00,05.03.2023
Teplé alkoholické nápoje,195.00,05.03.2023
Dorty,1523.00,06.03.2023
Káva,1259.00,06.03.2023
Nealko,273.50,06.03.2023
Teplé alkoholické nápoje,201.00,06.03.2023
Dorty,277.00,07.03.2023
Káva,480.00,07.03.2023
Nealko,137.00,07.03.2023
Alkohol,60.00,07.03.2023
Slané,129.00,08.03.2023
Dorty,836.60,08.03.2023
Káva,636.00,08.03.2023
Nealko,213.30,08.03.2023
Alkohol,49.00,08.03.2023
Teplé nealko,165.00,08.03.2023
Teplé alkoholické nápoje,65.00,08.03.2023
Dorty,366.00,09.03.2023
Káva,827.00,09.03.2023
Nealko,244.00,09.03.2023
Alkohol,175.00,09.03.2023
Slané,832.00,10.03.2023
Koktejly,1100.00,10.03.2023
Nealko koktejly a vina,95.00,10.03.2023
Dorty,2616.50,10.03.2023
Káva,2546.50,10.03.2023
Nealko,1303.00,10.03.2023
Alkohol,455.00,10.03.2023
Teplé nealko,275.00,10.03.2023
Koktejly,109.00,11.03.2023
Dorty,2443.00,11.03.2023
Káva,2201.00,11.03.2023
Nealko,243.00,11.03.2023
Alkohol,627.00,11.03.2023
Teplé nealko,330.00,11.03.2023
Teplé alkoholické nápoje,65.00,11.03.2023
Slané,317.00,12.03.2023
Koktejly,436.00,12.03.2023
Nealko koktejly a vina,204.00,12.03.2023
Dorty,3244.00,12.03.2023
Káva,5919.00,12.03.2023
Nealko,1700.00,12.03.2023
Alkohol,194.00,12.03.2023
Teplé nealko,220.00,12.03.2023
Teplé alkoholické nápoje,130.00,12.03.2023
Koktejly,565.00,13.03.2023
Dorty,534.00,13.03.2023
Káva,1121.00,13.03.2023
Nealko,127.00,13.03.2023
Teplé nealko,110.00,13.03.2023
Nealko koktejly a vina,47.50,14.03.2023
Dorty,920.00,14.03.2023
Káva,1506.00,14.03.2023
Nealko,299.50,14.03.2023
Teplé alkoholické nápoje,130.00,14.03.2023
Koktejly,119.00,15.03.2023
Dorty,1474.00,15.03.2023
Káva,1814.00,15.03.2023
Nealko,521.00,15.03.2023
Alkohol,60.00,15.03.2023
Teplé nealko,165.00,15.03.2023
Teplé alkoholické nápoje,130.00,15.03.2023
Koktejly,129.00,16.03.2023
Dorty,1365.00,16.03.2023
Káva,1431.00,16.03.2023
Nealko,397.00,16.03.2023
Alkohol,130.00,16.03.2023
Teplé nealko,55.00,16.03.2023
Teplé alkoholické nápoje,68.00,16.03.2023
Slané,129.00,17.03.2023
Koktejly,1357.00,17.03.2023
Nealko koktejly a vina,109.00,17.03.2023
Dorty,3758.00,17.03.2023
Káva,4344.00,17.03.2023
Nealko,1540.00,17.03.2023
Alkohol,1117.00,17.03.2023
Teplé nealko,385.00,17.03.2023
Teplé alkoholické nápoje,65.00,17.03.2023
Slané,905.00,18.03.2023
Koktejly,2994.00,18.03.2023
Nealko koktejly a vina,317.00,18.03.2023
Dorty,8338.00,18.03.2023
Káva,9698.00,18.03.2023
Nealko,3546.50,18.03.2023
Alkohol,624.00,18.03.2023
Teplé nealko,440.00,18.03.2023
Teplé alkoholické nápoje,68.00,18.03.2023
Slané,375.00,19.03.2023
Koktejly,1061.00,19.03.2023
Nealko koktejly a vina,317.00,19.03.2023
Dorty,7176.90,19.03.2023
Káva,9655.70,19.03.2023
Nealko,3484.60,19.03.2023
Alkohol,820.00,19.03.2023
Teplé nealko,165.00,19.03.2023
Teplé alkoholické nápoje,461.00,19.03.2023
Ostatní základní sazba,18.00,19.03.2023
Koktejly,387.00,20.03.2023
Nealko koktejly a vina,47.50,20.03.2023
Dorty,1296.50,20.03.2023
Káva,2506.50,20.03.2023
Nealko,836.50,20.03.2023
Alkohol,675.00,20.03.2023
Teplé nealko,55.00,20.03.2023
Koktejly,109.00,21.03.2023
Nealko koktejly a vina,47.50,21.03.2023
Dorty,1256.00,21.03.2023
Káva,1703.00,21.03.2023
Nealko,468.00,21.03.2023
Alkohol,147.00,21.03.2023
Teplé nealko,165.00,21.03.2023
Koktejly,249.80,22.03.2023
Dorty,1079.10,22.03.2023
Káva,2287.00,22.03.2023
Nealko,827.00,22.03.2023
Alkohol,453.10,22.03.2023
Slané,168.50,23.03.2023
Koktejly,218.00,23.03.2023
Nealko koktejly a vina,95.00,23.03.2023
Dorty,1355.00,23.03.2023
Káva,1989.00,23.03.2023
Nealko,774.00,23.03.2023
Alkohol,98.00,23.03.2023
Teplé nealko,110.00,23.03.2023
Slané,75.00,24.03.2023
Koktejly,1487.00,24.03.2023
Nealko koktejly a vina,156.50,24.03.2023
Dorty,1553.00,24.03.2023
Káva,1986.00,24.03.2023
Nealko,839.00,24.03.2023
Alkohol,207.00,24.03.2023
Teplé nealko,55.00,24.03.2023
Nezaplaceno,242.00,24.03.2023
Koktejly,892.00,25.03.2023
Dorty,6004.00,25.03.2023
Káva,5661.00,25.03.2023
Nealko,1665.00,25.03.2023
Alkohol,579.55,25.03.2023
Teplé nealko,550.00,25.03.2023
Teplé alkoholické nápoje,136.00,25.03.2023
Ostatní základní sazba,6.00,25.03.2023
Nezaplaceno,341.00,25.03.2023
Slané,75.00,25.03.2023
Koktejly,109.00,25.03.2023
Dorty,5321.00,25.03.2023
Káva,5488.00,25.03.2023
Nealko,1465.00,25.03.2023
Alkohol,169.00,25.03.2023
Teplé nealko,220.00,25.03.2023
Ostatní základní sazba,24.00,25.03.2023
Nezaplaceno,590.00,25.03.2023
Dorty,277.00,27.03.2023
Káva,296.00,27.03.2023
Alkohol,265.00,27.03.2023
Teplé nealko,55.00,27.03.2023
Nezaplaceno,590.00,27.03.2023
Slané,90.70,28.03.2023
Koktejly,218.00,28.03.2023
Dorty,1138.90,28.03.2023
Káva,844.50,28.03.2023
Nealko,229.30,28.03.2023
Alkohol,159.00,28.03.2023
Teplé nealko,55.00,28.03.2023
Teplé alkoholické nápoje,65.00,28.03.2023
Dorty,534.00,29.03.2023
Káva,1325.00,29.03.2023
Nealko,407.00,29.03.2023
Alkohol,180.00,29.03.2023
Teplé nealko,165.00,29.03.2023
Ostatní základní sazba,6.00,29.03.2023
Koktejly,1274.00,30.03.2023
Nealko koktejly a vina,109.00,30.03.2023
Dorty,1335.00,30.03.2023
Káva,1087.00,30.03.2023
Nealko,709.00,30.03.2023
Alkohol,60.00,30.03.2023
Teplé nealko,220.00,30.03.2023
Teplé alkoholické nápoje,65.00,30.03.2023
Slané,258.00,31.03.2023
Koktejly,327.00,31.03.2023
Dorty,722.00,31.03.2023
Káva,1501.00,31.03.2023
Nealko,299.00,31.03.2023
Alkohol,49.00,31.03.2023
Teplé nealko,110.00,31.03.2023
Slané,129.00,01.04.2023
Koktejly,565.00,01.04.2023
Dorty,2166.00,01.04.2023
Káva,2423.00,01.04.2023
Nealko,819.00,01.04.2023
Alkohol,349.00,01.04.2023
Teplé nealko,220.00,01.04.2023
Dorty,1998.00,02.04.2023
Káva,3347.00,02.04.2023
Nealko,989.50,02.04.2023
Alkohol,98.00,02.04.2023
Teplé nealko,110.00,02.04.2023
Teplé alkoholické nápoje,68.00,02.04.2023
Slané,214.05,03.04.2023
Dorty,1167.00,03.04.2023
Káva,1383.20,03.04.2023
Nealko,487.75,03.04.2023
Alkohol,180.00,03.04.2023
Teplé nealko,148.50,03.04.2023
Teplé alkoholické nápoje,65.00,03.04.2023
Koktejly,327.00,04.04.2023
Dorty,366.00,04.04.2023
Káva,485.00,04.04.2023
Nealko,65.00,04.04.2023
Koktejly,109.00,05.04.2023
Dorty,1328.00,05.04.2023
Káva,1689.00,05.04.2023
Nealko,728.00,05.04.2023
Teplé nealko,110.00,05.04.2023
Dorty,1098.00,06.04.2023
Káva,1119.00,06.04.2023
Nealko,153.00,06.04.2023
Alkohol,230.00,06.04.2023
Teplé nealko,330.00,06.04.2023
Ostatní základní sazba,16.00,06.04.2023
Slané,354.00,07.04.2023
Koktejly,119.00,07.04.2023
Dorty,2720.00,07.04.2023
Káva,4594.00,07.04.2023
Nealko,990.00,07.04.2023
Alkohol,469.00,07.04.2023
Teplé nealko,385.00,07.04.2023
Teplé alkoholické nápoje,201.00,07.04.2023
Koktejly,337.00,08.04.2023
Dorty,4550.00,08.04.2023
Káva,6946.00,08.04.2023
Nealko,1981.00,08.04.2023
Alkohol,480.00,08.04.2023
Teplé nealko,660.00,08.04.2023
Teplé alkoholické nápoje,195.00,08.04.2023
Slané,267.00,09.04.2023
Koktejly,218.00,09.04.2023
Dorty,6637.00,09.04.2023
Káva,8573.00,09.04.2023
Nealko,2044.00,09.04.2023
Alkohol,395.00,09.04.2023
Teplé nealko,550.00,09.04.2023
Teplé alkoholické nápoje,266.00,09.04.2023
Slané,475.20,10.04.2023
Koktejly,1195.00,10.04.2023
Dorty,5994.00,10.04.2023
Káva,10080.40,10.04.2023
Nealko,3466.20,10.04.2023
Alkohol,49.00,10.04.2023
Teplé nealko,110.00,10.04.2023
Dorty,722.00,12.04.2023
Káva,1519.00,12.04.2023
Nealko,650.50,12.04.2023
Alkohol,196.00,12.04.2023
Teplé nealko,110.00,12.04.2023
Koktejly,109.00,13.04.2023
Nealko koktejly a vina,208.00,13.04.2023
Dorty,910.00,13.04.2023
Káva,1240.00,13.04.2023
Nealko,244.00,13.04.2023
Teplé nealko,55.00,13.04.2023
Ostatní základní sazba,10.00,13.04.2023
Slané,208.00,14.04.2023
Koktejly,392.00,14.04.2023
Dorty,1177.00,14.04.2023
Káva,1770.00,14.04.2023
Nealko,782.00,14.04.2023
Alkohol,176.00,14.04.2023
Teplé nealko,55.00,14.04.2023
Slané,258.00,15.04.2023
Koktejly,1051.00,15.04.2023
Nealko koktejly a vina,208.00,15.04.2023
Dorty,5875.00,15.04.2023
Káva,5991.00,15.04.2023
Nealko,1393.00,15.04.2023
Alkohol,1759.00,15.04.2023
Teplé nealko,330.00,15.04.2023
Teplé alkoholické nápoje,520.00,15.04.2023
Ostatní základní sazba,8.00,15.04.2023
Koktejly,327.00,16.04.2023
Dorty,5723.10,16.04.2023
Káva,6624.00,16.04.2023
Nealko,2524.50,16.04.2023
Alkohol,679.00,16.04.2023
Teplé nealko,275.00,16.04.2023
Ostatní základní sazba,8.00,16.04.2023
Koktejly,109.00,17.04.2023
Dorty,1355.00,17.04.2023
Káva,2374.00,17.04.2023
Nealko,794.00,17.04.2023
Alkohol,289.00,17.04.2023
Teplé nealko,165.00,17.04.2023
Slané,129.00,18.04.2023
Koktejly,652.00,18.04.2023
Nealko koktejly a vina,99.00,18.04.2023
Dorty,1642.00,18.04.2023
Káva,1425.00,18.04.2023
Nealko,339.00,18.04.2023
Alkohol,218.00,18.04.2023
Dorty,989.00,19.04.2023
Káva,1182.00,19.04.2023
Nealko,560.00,19.04.2023
Teplé alkoholické nápoje,130.00,19.04.2023
Slané,129.00,20.04.2023
Koktejly,694.00,20.04.2023
Dorty,1408.40,20.04.2023
Káva,3600.60,20.04.2023
Nealko,1465.00,20.04.2023
Alkohol,158.00,20.04.2023
Teplé nealko,55.00,20.04.2023
Slané,645.00,21.04.2023
Koktejly,2914.00,21.04.2023
Nealko koktejly a vina,208.00,21.04.2023
Dorty,1919.00,21.04.2023
Káva,4128.50,21.04.2023
Nealko,1456.50,21.04.2023
Alkohol,810.00,21.04.2023
Teplé nealko,220.00,21.04.2023
Teplé alkoholické nápoje,68.00,21.04.2023
Slané,258.00,22.04.2023
Koktejly,5738.00,22.04.2023
Nealko koktejly a vina,416.00,22.04.2023
Dorty,6053.50,22.04.2023
Káva,10938.00,22.04.2023
Nealko,4277.50,22.04.2023
Alkohol,686.00,22.04.2023
Slané,483.00,23.04.2023
Koktejly,1110.00,23.04.2023
Nealko koktejly a vina,198.00,23.04.2023
Dorty,5014.00,23.04.2023
Káva,8588.00,23.04.2023
Nealko,4393.00,23.04.2023
Alkohol,359.00,23.04.2023
Teplé nealko,275.00,23.04.2023
Koktejly,258.00,24.04.2023
Dorty,811.00,24.04.2023
Káva,1437.00,24.04.2023
Nealko,203.00,24.04.2023
Teplé nealko,55.00,24.04.2023
Koktejly,456.00,25.04.2023
Dorty,712.00,25.04.2023
Káva,1211.00,25.04.2023
Nealko,283.00,25.04.2023
Dorty,1335.00,26.04.2023
Káva,2119.00,26.04.2023
Nealko,592.00,26.04.2023
Teplé nealko,55.00,26.04.2023
Koktejly,872.00,27.04.2023
Nealko koktejly a vina,109.00,27.04.2023
Dorty,2403.50,27.04.2023
Káva,2730.50,27.04.2023
Nealko,1175.00,27.04.2023
Alkohol,120.00,27.04.2023
Teplé nealko,495.00,27.04.2023
Teplé alkoholické nápoje,65.00,27.04.2023
Slané,129.00,28.04.2023
Koktejly,446.00,28.04.2023
Dorty,2176.00,28.04.2023
Káva,3137.00,28.04.2023
Nealko,917.50,28.04.2023
Alkohol,49.00,28.04.2023
Teplé nealko,330.00,28.04.2023
Koktejly,357.00,29.04.2023
Dorty,3778.00,29.04.2023
Káva,4755.00,29.04.2023
Nealko,1458.00,29.04.2023
Alkohol,594.00,29.04.2023
Teplé nealko,165.00,29.04.2023
Ostatní základní sazba,8.00,29.04.2023
Slané,612.00,30.04.2023
Koktejly,1160.00,30.04.2023
Dorty,6428.00,30.04.2023
Káva,7883.50,30.04.2023
Nealko,3120.00,30.04.2023
Alkohol,524.00,30.04.2023
Teplé nealko,330.00,30.04.2023
Teplé alkoholické nápoje,65.00,30.04.2023
Slané,558.00,01.05.2023
Koktejly,2785.00,01.05.2023
Nealko koktejly a vina,713.00,01.05.2023
Dorty,7358.00,01.05.2023
Káva,11835.50,01.05.2023
Nealko,5244.50,01.05.2023
Alkohol,414.00,01.05.2023
Teplé nealko,110.00,01.05.2023
Koktejly,238.00,02.05.2023
Dorty,811.00,02.05.2023
Káva,1318.00,02.05.2023
Nealko,234.00,02.05.2023
Koktejly,129.00,03.05.2023
Dorty,1256.50,03.05.2023
Káva,2080.00,03.05.2023
Nealko,393.50,03.05.2023
Alkohol,420.00,03.05.2023
Teplé nealko,220.00,03.05.2023
Teplé alkoholické nápoje,65.00,03.05.2023
Slané,79.00,04.05.2023
Koktejly,228.00,04.05.2023
Nealko koktejly a vina,317.00,04.05.2023
Dorty,2245.00,04.05.2023
Káva,3288.00,04.05.2023
Nealko,855.00,04.05.2023
Teplé nealko,110.00,04.05.2023
Koktejly,3568.00,05.05.2023
Nealko koktejly a vina,535.00,05.05.2023
Dorty,3076.00,05.05.2023
Káva,4831.50,05.05.2023
Nealko,2337.50,05.05.2023
Alkohol,874.00,05.05.2023
Slané,337.00,06.05.2023
Koktejly,3350.50,06.05.2023
Nealko koktejly a vina,307.00,06.05.2023
Dorty,5044.00,06.05.2023
Káva,7349.50,06.05.2023
Nealko,3192.50,06.05.2023
Alkohol,803.00,06.05.2023
Teplé nealko,165.00,06.05.2023
Teplé alkoholické nápoje,68.00,06.05.2023
Ostatní základní sazba,8.00,06.05.2023
Slané,558.00,07.05.2023
Koktejly,2280.00,07.05.2023
Dorty,8892.00,07.05.2023
Káva,11053.00,07.05.2023
Nealko,3426.00,07.05.2023
Alkohol,436.00,07.05.2023
Teplé nealko,880.00,07.05.2023
Teplé alkoholické nápoje,331.00,07.05.2023
Ostatní základní sazba,8.00,07.05.2023
Nezaplaceno,258.00,07.05.2023
Slané,279.00,08.05.2023
Koktejly,4460.00,08.05.2023
Nealko koktejly a vina,624.00,08.05.2023
Dorty,5558.00,08.05.2023
Káva,9754.00,08.05.2023
Nealko,4336.00,08.05.2023
Alkohol,365.00,08.05.2023
Teplé nealko,110.00,08.05.2023
Koktejly,545.00,10.05.2023
Dorty,1246.00,10.05.2023
Káva,2399.00,10.05.2023
Nealko,1307.00,10.05.2023
Alkohol,501.00,10.05.2023
Teplé nealko,55.00,10.05.2023
Koktejly,1297.00,11.05.2023
Nealko koktejly a vina,95.00,11.05.2023
Dorty,2759.00,11.05.2023
Káva,2751.00,11.05.2023
Nealko,2246.50,11.05.2023
Alkohol,735.00,11.05.2023
Teplé nealko,55.00,11.05.2023
Slané,548.00,12.05.2023
Koktejly,1467.00,12.05.2023
Nealko koktejly a vina,184.00,12.05.2023
Dorty,2255.50,12.05.2023
Káva,3521.50,12.05.2023
Nealko,734.00,12.05.2023
Alkohol,169.00,12.05.2023
Teplé nealko,550.00,12.05.2023
Teplé alkoholické nápoje,195.00,12.05.2023
Ostatní základní sazba,18.00,12.05.2023
Nezaplaceno,89.00,12.05.2023
Slané,674.00,13.05.2023
Koktejly,5649.00,13.05.2023
Nealko koktejly a vina,1027.00,13.05.2023
Dorty,8189.00,13.05.2023
Káva,13297.00,13.05.2023
Nealko,4635.00,13.05.2023
Alkohol,1532.00,13.05.2023
Teplé nealko,440.00,13.05.2023
Nezaplaceno,138.00,13.05.2023
Slané,79.00,14.05.2023
Koktejly,882.00,14.05.2023
Nealko koktejly a vina,194.00,14.05.2023
Dorty,4842.00,14.05.2023
Káva,6025.00,14.05.2023
Nealko,859.00,14.05.2023
Alkohol,60.00,14.05.2023
Teplé nealko,440.00,14.05.2023
Teplé alkoholické nápoje,260.00,14.05.2023
Ostatní základní sazba,36.00,14.05.2023
Nezaplaceno,138.00,14.05.2023
Koktejly,771.00,16.05.2023
Nealko koktejly a vina,194.00,16.05.2023
Dorty,821.00,16.05.2023
Káva,1147.00,16.05.2023
Nealko,326.00,16.05.2023
Teplé nealko,55.00,16.05.2023
Nezaplaceno,182.00,16.05.2023
Dorty,178.00,17.05.2023
Káva,208.00,17.05.2023
Nezaplaceno,444.00,17.05.2023
Slané,238.00,18.05.2023
Koktejly,218.00,18.05.2023
Dorty,1889.00,18.05.2023
Káva,1416.00,18.05.2023
Nealko,517.00,18.05.2023
Alkohol,240.00,18.05.2023
Teplé nealko,165.00,18.05.2023
Ostatní základní sazba,8.00,18.05.2023
Nezaplaceno,1039.00,18.05.2023
Slané,343.00,19.05.2023
Koktejly,3370.00,19.05.2023
Nealko koktejly a vina,745.00,19.05.2023
Dorty,3254.00,19.05.2023
Káva,2817.00,19.05.2023
Nealko,1390.00,19.05.2023
Alkohol,60.00,19.05.2023
Teplé nealko,220.00,19.05.2023
Slané,334.00,20.05.2023
Koktejly,4199.00,20.05.2023
Nealko koktejly a vina,550.00,20.05.2023
Dorty,7705.00,20.05.2023
Káva,10082.00,20.05.2023
Nealko,4032.00,20.05.2023
Alkohol,256.00,20.05.2023
Teplé nealko,287.00,20.05.2023
Teplé alkoholické nápoje,65.00,20.05.2023
Slané,214.00,21.05.2023
Koktejly,2795.00,21.05.2023
Nealko koktejly a vina,1802.00,21.05.2023
Dorty,7259.00,21.05.2023
Káva,8610.00,21.05.2023
Nealko,5639.00,21.05.2023
Alkohol,408.00,21.05.2023
Teplé nealko,177.00,21.05.2023
Koktejly,1209.00,22.05.2023
Nealko koktejly a vina,194.00,22.05.2023
Dorty,1602.00,22.05.2023
Káva,3093.00,22.05.2023
Nealko,1276.00,22.05.2023
Alkohol,255.00,22.05.2023
Slané,548.00,23.05.2023
Koktejly,654.00,23.05.2023
Dorty,801.00,23.05.2023
Káva,1319.00,23.05.2023
Nealko,492.00,23.05.2023
Alkohol,98.00,23.05.2023
Slané,214.00,24.05.2023
Koktejly,2068.00,24.05.2023
Nealko koktejly a vina,178.00,24.05.2023
Dorty,2759.00,24.05.2023
Káva,3876.00,24.05.2023
Nealko,797.00,24.05.2023
Alkohol,315.00,24.05.2023
Teplé nealko,118.00,24.05.2023
Nezaplaceno,606.00,24.05.2023
Slané,85.00,25.05.2023
Koktejly,803.00,25.05.2023
Nealko koktejly a vina,90.00,25.05.2023
Dorty,1790.00,25.05.2023
Káva,3660.00,25.05.2023
Nealko,1450.00,25.05.2023
Teplé nealko,118.00,25.05.2023
Slané,243.00,26.05.2023
Koktejly,1493.00,26.05.2023
Nealko koktejly a vina,105.00,26.05.2023
Dorty,1701.00,26.05.2023
Káva,3935.00,26.05.2023
Nealko,1929.00,26.05.2023
Alkohol,98.00,26.05.2023
Slané,384.00,27.05.2023
Koktejly,4441.00,27.05.2023
Nealko koktejly a vina,1480.00,27.05.2023
Dorty,7477.40,27.05.2023
Káva,10134.00,27.05.2023
Nealko,3693.40,27.05.2023
Alkohol,583.00,27.05.2023
Teplé nealko,177.00,27.05.2023
Slané,475.00,28.05.2023
Koktejly,3497.00,28.05.2023
Nealko koktejly a vina,671.50,28.05.2023
Dorty,4325.40,28.05.2023
Káva,8106.00,28.05.2023
Nealko,4300.00,28.05.2023
Alkohol,196.00,28.05.2023
Teplé nealko,59.00,28.05.2023
Ostatní základní sazba,8.00,28.05.2023
Slané,129.00,29.05.2023
Koktejly,425.00,29.05.2023
Nealko koktejly a vina,178.00,29.05.2023
Dorty,1691.00,29.05.2023
Káva,3159.00,29.05.2023
Nealko,1414.00,29.05.2023
Koktejly,1209.00,30.05.2023
Nealko koktejly a vina,582.00,30.05.2023
Dorty,1424.00,30.05.2023
Káva,1902.00,30.05.2023
Nealko,782.00,30.05.2023
Alkohol,122.00,30.05.2023
Koktejly,1675.00,31.05.2023
Nealko koktejly a vina,267.00,31.05.2023
Dorty,2108.00,31.05.2023
Káva,2622.00,31.05.2023
Nealko,1739.00,31.05.2023
Alkohol,55.00,31.05.2023
Teplé nealko,59.00,31.05.2023
Slané,85.00,01.06.2023
Koktejly,632.00,01.06.2023
Zmrzlina,280.00,01.06.2023
Dorty,455.00,01.06.2023
Káva,1904.00,01.06.2023
Nealko,1389.00,01.06.2023
Alkohol,147.00,01.06.2023
Slané,85.00,02.06.2023
Koktejly,1395.00,02.06.2023
Nealko koktejly a vina,284.00,02.06.2023
Zmrzlina,945.00,02.06.2023
Dorty,1701.00,02.06.2023
Káva,3386.00,02.06.2023
Nealko,1486.00,02.06.2023
Alkohol,425.00,02.06.2023
Nezaplaceno,218.00,02.06.2023
Slané,238.00,03.06.2023
Koktejly,3934.00,03.06.2023
Nealko koktejly a vina,1044.00,03.06.2023
Zmrzlina,1724.50,03.06.2023
Dorty,4726.95,03.06.2023
Káva,8802.95,03.06.2023
Nealko,3097.75,03.06.2023
Alkohol,120.00,03.06.2023
Teplé nealko,118.00,03.06.2023
Ostatní základní sazba,8.00,03.06.2023
Slané,516.00,04.06.2023
Koktejly,2408.00,04.06.2023
Nealko koktejly a vina,881.00,04.06.2023
Zmrzlina,1015.00,04.06.2023
Dorty,6351.20,04.06.2023
Káva,7309.00,04.06.2023
Nealko,3566.00,04.06.2023
Alkohol,654.00,04.06.2023
Ostatní základní sazba,8.00,04.06.2023
Koktejly,664.00,06.06.2023
Nealko koktejly a vina,372.00,06.06.2023
Zmrzlina,560.00,06.06.2023
Dorty,599.00,06.06.2023
Káva,1742.00,06.06.2023
Nealko,414.00,06.06.2023
Alkohol,120.00,06.06.2023
Slané,129.00,07.06.2023
Koktejly,109.00,07.06.2023
Nealko koktejly a vina,105.00,07.06.2023
Zmrzlina,70.00,07.06.2023
Dorty,534.00,07.06.2023
Káva,762.00,07.06.2023
Nealko,240.00,07.06.2023
Teplé nealko,177.00,07.06.2023
Koktejly,565.00,08.06.2023
Zmrzlina,752.50,08.06.2023
Dorty,1486.30,08.06.2023
Káva,2747.00,08.06.2023
Nealko,1277.90,08.06.2023
Alkohol,98.00,08.06.2023
Koktejly,1446.00,09.06.2023
Nealko koktejly a vina,534.00,09.06.2023
Zmrzlina,265.00,09.06.2023
Dorty,1513.00,09.06.2023
Káva,1809.00,09.06.2023
Nealko,599.00,09.06.2023
Teplé nealko,59.00,09.06.2023
Slané,498.00,10.06.2023
Koktejly,3032.00,10.06.2023
Nealko koktejly a vina,525.00,10.06.2023
Zmrzlina,1505.00,10.06.2023
